id,species,genus,family,order,class,phylum,accession
MIDORI2_MW056200.1.70.992,Pachytriton granulosus,Pachytriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MW056200.1.70.992
MIDORI2_MW056201.1.69.997,Paramesotriton aurantius,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MW056201.1.69.997
MIDORI2_EU880326.1.69.996,Paramesotriton caudopunctatus,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880326.1.69.996
MIDORI2_ON357940.1.69.999,Paramesotriton chinensis,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_ON357940.1.69.999
MIDORI2_ON357931.1.69.998,Paramesotriton deloustali,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_ON357931.1.69.998
MIDORI2_EU880327.1.69.993,Paramesotriton deloustali,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880327.1.69.993
MIDORI2_MW544748.1.70.995,Paramesotriton fuzhongensis,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MW544748.1.70.995
MIDORI2_ON357935.1.1.929,Paramesotriton fuzhongensis,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_ON357935.1.1.929
MIDORI2_ON357932.1.69.997,Paramesotriton guanxiensis,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_ON357932.1.69.997
MIDORI2_ON357937.1.69.997,Paramesotriton hongkongensis,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_ON357937.1.69.997
MIDORI2_ON357927.1.1.931,Paramesotriton longliensis,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_ON357927.1.1.931
MIDORI2_ON357923.1.1.932,Paramesotriton longliensis,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_ON357923.1.1.932
MIDORI2_ON357938.1.1.927,Paramesotriton qixilingensis,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_ON357938.1.1.927
MIDORI2_ON357929.1.1.929,Paramesotriton wulingensis,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_ON357929.1.1.929
MIDORI2_ON646612.1.69.997,Paramesotriton yunwuensis,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_ON646612.1.69.997
MIDORI2_ON357925.1.802.1733,Paramesotriton zhijinensis,Paramesotriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_ON357925.1.802.1733
MIDORI2_EU880329.1.70.997,Pleurodeles poireti,Pleurodeles,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880329.1.70.997
MIDORI2_PP471696.1.<1.>813,Pleurodeles waltl,Pleurodeles,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_PP471696.1.<1.>813
MIDORI2_EU880330.1.70.999,Pleurodeles waltl,Pleurodeles,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880330.1.70.999
MIDORI2_EU880333.1.70.992,Taricha granulosa,Taricha,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880333.1.70.992
MIDORI2_EU880334.1.70.996,Taricha rivularis,Taricha,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880334.1.70.996
MIDORI2_HQ697272.1.69.992,Triturus carnifex,Triturus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_HQ697272.1.69.992
MIDORI2_EU880336.1.69.994,Triturus cristatus,Triturus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880336.1.69.994
MIDORI2_HQ697274.1.69.994,Triturus dobrogicus,Triturus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_HQ697274.1.69.994
MIDORI2_HQ697275.1.69.994,Triturus karelinii,Triturus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_HQ697275.1.69.994
MIDORI2_HQ697276.1.69.994,Triturus karelinii,Triturus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_HQ697276.1.69.994
MIDORI2_HQ697277.1.69.994,Triturus karelinii,Triturus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_HQ697277.1.69.994
MIDORI2_HQ697278.1.69.994,Triturus macedonicus,Triturus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_HQ697278.1.69.994
MIDORI2_PP471703.1.<1.>812,Triturus marmoratus,Triturus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_PP471703.1.<1.>812
MIDORI2_HQ697280.1.69.998,Triturus pygmaeus,Triturus,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_HQ697280.1.69.998
MIDORI2_EU880340.1.70.995,Tylototriton asperrimus,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880340.1.70.995
MIDORI2_OP598114.1.69.996,Tylototriton broadoridgus,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_OP598114.1.69.996
MIDORI2_ON764431.1.70.996,Tylototriton gaowangjienensis,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_ON764431.1.70.996
MIDORI2_KT373904.1.70.994,Tylototriton kweichowensis,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KT373904.1.70.994
MIDORI2_KU255458.1.70.997,Tylototriton pseudoverrucosus,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KU255458.1.70.997
MIDORI2_KC507831.1.804.>1620,Tylototriton shanjing,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KC507831.1.804.>1620
MIDORI2_KC507845.1.803.>1619,Tylototriton shanjing,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KC507845.1.803.>1619
MIDORI2_JX854510.1.1657.>2473,Tylototriton shanjing,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_JX854510.1.1657.>2473
MIDORI2_KC507850.1.804.>1620,Tylototriton shanjing,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KC507850.1.804.>1620
MIDORI2_JX854468.1.1657.>2473,Tylototriton shanjing,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_JX854468.1.1657.>2473
MIDORI2_KC507867.1.804.>1620,Tylototriton shanjing,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KC507867.1.804.>1620
MIDORI2_KC507864.1.803.>1619,Tylototriton shanjing,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KC507864.1.803.>1619
MIDORI2_KC507854.1.803.>1619,Tylototriton shanjing,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KC507854.1.803.>1619
MIDORI2_JX854512.1.1657.>2473,Tylototriton shanjing,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_JX854512.1.1657.>2473
MIDORI2_JX854513.1.1657.>2473,Tylototriton shanjing,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_JX854513.1.1657.>2473
MIDORI2_JX854495.1.1657.>2473,Tylototriton shanjing,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_JX854495.1.1657.>2473
MIDORI2_KU255459.1.70.995,Tylototriton shanorum,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KU255459.1.70.995
MIDORI2_JX854515.1.1659.>2476,Tylototriton taliangensis,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_JX854515.1.1659.>2476
MIDORI2_EU880341.1.70.996,Tylototriton wenxianensis,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880341.1.70.996
MIDORI2_KU297946.1.70.994,Tylototriton yangi,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KU297946.1.70.994
MIDORI2_KY398015.1.70.995,Tylototriton ziegleri,Tylototriton,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KY398015.1.70.995
MIDORI2_EU880308.1.70.988,Chioglossa lusitanica,Chioglossa,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880308.1.70.988
MIDORI2_AF154053.1.70.990,Lyciasalamandra atifi,Lyciasalamandra,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_AF154053.1.70.990
MIDORI2_EU880318.1.70.989,Lyciasalamandra flavimembris,Lyciasalamandra,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880318.1.70.989
MIDORI2_EU880319.1.75.995,Mertensiella caucasica,Mertensiella,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880319.1.75.995
MIDORI2_MF043386.1.<1.910,Salamandra algira,Salamandra,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MF043386.1.<1.910
MIDORI2_MF043387.1.52.953,Salamandra atra,Salamandra,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MF043387.1.52.953
MIDORI2_MF043388.1.71.993,Salamandra corsica,Salamandra,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MF043388.1.71.993
MIDORI2_MF043390.1.2.922,Salamandra infraimmaculata,Salamandra,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MF043390.1.2.922
MIDORI2_MF043391.1.<1.875,Salamandra lanzai,Salamandra,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MF043391.1.<1.875
MIDORI2_PP471701.1.<1.>805,Salamandra salamandra,Salamandra,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_PP471701.1.<1.>805
MIDORI2_PP471700.1.<1.>807,Salamandra salamandra,Salamandra,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_PP471700.1.<1.>807
MIDORI2_EU880331.1.72.992,Salamandra salamandra,Salamandra,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_EU880331.1.72.992
MIDORI2_MF043392.1.70.993,Salamandra salamandra,Salamandra,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_MF043392.1.70.993
MIDORI2_KX094979.1.70.993,Salamandra salamandra,Salamandra,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_KX094979.1.70.993
MIDORI2_AY928620.1.<1.>836,Salamandrina perspicillata,Salamandrina,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_AY928620.1.<1.>836
MIDORI2_AY928621.1.<1.>844,Salamandrina terdigitata,Salamandrina,Salamandridae,Caudata,Amphibia,Chordata,MIDORI2_AY928621.1.<1.>844
MIDORI2_PV414322.1.<1.186,Carcharhinus acronotus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV414322.1.<1.186
MIDORI2_PV173535.1.<1.>232,Carcharhinus acronotus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173535.1.<1.>232
MIDORI2_PV414323.1.<1.249,Carcharhinus acronotus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV414323.1.<1.249
MIDORI2_PV173536.1.<1.>236,Carcharhinus albimarginatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173536.1.<1.>236
MIDORI2_PV173537.1.<1.>231,Carcharhinus amboinensis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173537.1.<1.>231
MIDORI2_PV173538.1.<1.>231,Carcharhinus brachyurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173538.1.<1.>231
MIDORI2_PV173539.1.<1.>232,Carcharhinus brevipinna,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173539.1.<1.>232
MIDORI2_PV173540.1.<1.>231,Carcharhinus cerdale,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173540.1.<1.>231
MIDORI2_PV173541.1.<1.>237,Carcharhinus dussumieri,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173541.1.<1.>237
MIDORI2_PV173542.1.<1.>233,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173542.1.<1.>233
MIDORI2_PV173543.1.<1.>232,Carcharhinus fitzroyensis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173543.1.<1.>232
MIDORI2_PV173544.1.<1.>231,Carcharhinus leiodon,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173544.1.<1.>231
MIDORI2_PV414317.1.<1.187,Carcharhinus leucas,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV414317.1.<1.187
MIDORI2_PV173545.1.<1.>231,Carcharhinus leucas,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173545.1.<1.>231
MIDORI2_PV173547.1.<1.>233,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173547.1.<1.>233
MIDORI2_PV173546.1.<1.>234,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173546.1.<1.>234
MIDORI2_PV173549.1.<1.>235,Carcharhinus longimanus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173549.1.<1.>235
MIDORI2_PV173548.1.<1.>233,Carcharhinus longimanus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173548.1.<1.>233
MIDORI2_PV173550.1.<1.>231,Carcharhinus obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173550.1.<1.>231
MIDORI2_PV173551.1.<1.>232,Carcharhinus perezii,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173551.1.<1.>232
MIDORI2_PV173552.1.<1.>233,Carcharhinus plumbeus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173552.1.<1.>233
MIDORI2_PV173553.1.<1.>232,Carcharhinus porosus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173553.1.<1.>232
MIDORI2_PV173554.1.<1.>232,Carcharhinus signatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173554.1.<1.>232
MIDORI2_PV173555.1.<1.>237,Carcharhinus sorrah,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173555.1.<1.>237
MIDORI2_PV173566.1.<1.>236,Galeocerdo cuvier,Galeocerdo,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173566.1.<1.>236
MIDORI2_PV414333.1.<1.183,Negaprion brevirostris,Negaprion,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV414333.1.<1.183
MIDORI2_PV173584.1.<1.>231,Negaprion brevirostris,Negaprion,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173584.1.<1.>231
MIDORI2_PV414331.1.<1.200,Prionace glauca,Prionace,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV414331.1.<1.200
MIDORI2_PV173585.1.<1.>231,Prionace glauca,Prionace,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173585.1.<1.>231
MIDORI2_PV173589.1.<1.>231,Rhizoprionodon acutus,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173589.1.<1.>231
MIDORI2_PV173590.1.<1.>235,Rhizoprionodon lalandii,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173590.1.<1.>235
MIDORI2_PV173591.1.<1.>228,Rhizoprionodon porosus,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173591.1.<1.>228
MIDORI2_PV173592.1.<1.>231,Rhizoprionodon taylori,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173592.1.<1.>231
MIDORI2_PV173594.1.<1.>235,Sphyrna corona,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173594.1.<1.>235
MIDORI2_PV173595.1.<1.>235,Sphyrna lewini,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173595.1.<1.>235
MIDORI2_PV173596.1.<1.>235,Sphyrna lewini,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173596.1.<1.>235
MIDORI2_PP792679.1.72.1027,Sphyrna lewini,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PP792679.1.72.1027
MIDORI2_PP792663.1.72.1027,Sphyrna lewini,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PP792663.1.72.1027
MIDORI2_PV173598.1.<1.>230,Sphyrna media,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173598.1.<1.>230
MIDORI2_PV173597.1.<1.>234,Sphyrna media,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173597.1.<1.>234
MIDORI2_PV173599.1.<1.>232,Sphyrna mokarran,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173599.1.<1.>232
MIDORI2_PV173600.1.<1.>234,Sphyrna tiburo,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173600.1.<1.>234
MIDORI2_PV173601.1.<1.>229,Sphyrna zygaena,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173601.1.<1.>229
MIDORI2_PV173563.1.<1.>235,Chaenogaleus macrostoma,Chaenogaleus,Hemigaleidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173563.1.<1.>235
MIDORI2_PV173572.1.<1.>232,Hemipristis elongata,Hemipristis,Hemigaleidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173572.1.<1.>232
MIDORI2_PV434814.1.70.1025,Apristurus riveri,Apristurus,Scyliorhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV434814.1.70.1025
MIDORI2_PV173568.1.<1.>231,Galeus springeri,Galeus,Scyliorhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173568.1.<1.>231
MIDORI2_PV173565.1.<1.>232,Eusphyra blochii,Eusphyra,Sphyrnidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173565.1.<1.>232
MIDORI2_PV173567.1.<1.>231,Galeorhinus galeus,Galeorhinus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173567.1.<1.>231
MIDORI2_PV173573.1.<1.>232,Hemitriakis japanica,Hemitriakis,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173573.1.<1.>232
MIDORI2_PV173578.1.<1.>231,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173578.1.<1.>231
MIDORI2_PQ635148.1.<1.182,Mustelus henlei,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PQ635148.1.<1.182
MIDORI2_PV173579.1.<1.>234,Mustelus lunulatus,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173579.1.<1.>234
MIDORI2_PV173580.1.<1.>233,Mustelus mosis,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173580.1.<1.>233
MIDORI2_PV173581.1.<1.>229,Mustelus punctulatus,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173581.1.<1.>229
MIDORI2_PQ182775.1.70.1021,Mustelus schmitti,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PQ182775.1.70.1021
MIDORI2_PV173583.1.<1.>231,Mustelus schmitti,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173583.1.<1.>231
MIDORI2_PV173582.1.<1.>231,Mustelus schmitti,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,MIDORI2_PV173582.1.<1.>231
MIDORI2_PV173532.1.<1.>230,Alopias pelagicus,Alopias,Alopiidae,Lamniformes,Chondrichthyes,Chordata,MIDORI2_PV173532.1.<1.>230
MIDORI2_PV173533.1.<1.>231,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Chondrichthyes,Chordata,MIDORI2_PV173533.1.<1.>231
MIDORI2_PV173534.1.<1.>230,Alopias vulpinus,Alopias,Alopiidae,Lamniformes,Chondrichthyes,Chordata,MIDORI2_PV173534.1.<1.>230
MIDORI2_PV173557.1.<1.>230,Carcharodon carcharias,Carcharodon,Alopiidae,Lamniformes,Chondrichthyes,Chordata,MIDORI2_PV173557.1.<1.>230
MIDORI2_PV919395.1.72.1024,Carcharodon carcharias,Carcharodon,Alopiidae,Lamniformes,Chondrichthyes,Chordata,MIDORI2_PV919395.1.72.1024
MIDORI2_PV919285.1.72.1024,Carcharodon carcharias,Carcharodon,Alopiidae,Lamniformes,Chondrichthyes,Chordata,MIDORI2_PV919285.1.72.1024
MIDORI2_PV173576.1.<1.>230,Isurus oxyrinchus,Isurus,Alopiidae,Lamniformes,Chondrichthyes,Chordata,MIDORI2_PV173576.1.<1.>230
MIDORI2_PV173577.1.<1.>234,Isurus paucus,Isurus,Alopiidae,Lamniformes,Chondrichthyes,Chordata,MIDORI2_PV173577.1.<1.>234
MIDORI2_PV173556.1.<1.>228,Carcharias taurus,Carcharias,Odontaspididae,Lamniformes,Chondrichthyes,Chordata,MIDORI2_PV173556.1.<1.>228
MIDORI2_PV329703.1.71.1023,Odontaspis noronhai,Odontaspis,Odontaspididae,Lamniformes,Chondrichthyes,Chordata,MIDORI2_PV329703.1.71.1023
MIDORI2_PV173569.1.<1.>235,Ginglymostoma cirratum,Ginglymostoma,Ginglymostomatidae,Orectolobiformes,Chondrichthyes,Chordata,MIDORI2_PV173569.1.<1.>235
MIDORI2_PV173564.1.<1.>230,Chiloscyllium punctatum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Chondrichthyes,Chordata,MIDORI2_PV173564.1.<1.>230
MIDORI2_PV173574.1.<1.>234,Hexanchus griseus,Hexanchus,Hexanchidae,Hexanchiformes,Chondrichthyes,Chordata,MIDORI2_PV173574.1.<1.>234
MIDORI2_PV173558.1.<1.>231,Centrophorus granulosus,Centrophorus,Centrophoridae,Squaliformes,Chondrichthyes,Chordata,MIDORI2_PV173558.1.<1.>231
MIDORI2_PV173559.1.<1.>231,Centrophorus granulosus,Centrophorus,Centrophoridae,Squaliformes,Chondrichthyes,Chordata,MIDORI2_PV173559.1.<1.>231
MIDORI2_PV173560.1.<1.>229,Centrophorus squamosus,Centrophorus,Centrophoridae,Squaliformes,Chondrichthyes,Chordata,MIDORI2_PV173560.1.<1.>229
MIDORI2_PV173562.1.<1.>236,Centroscymnus owstoni,Centroscymnus,Somniosidae,Squaliformes,Chondrichthyes,Chordata,MIDORI2_PV173562.1.<1.>236
MIDORI2_PV173561.1.<1.>234,Centroscymnus owstoni,Centroscymnus,Somniosidae,Squaliformes,Chondrichthyes,Chordata,MIDORI2_PV173561.1.<1.>234
MIDORI2_PV651710.1.70.1020,Squalus clarkae,Squalus,Squalidae,Squaliformes,Chondrichthyes,Chordata,MIDORI2_PV651710.1.70.1020
MIDORI2_PV173602.1.<1.>234,Squalus cubensis,Squalus,Squalidae,Squaliformes,Chondrichthyes,Chordata,MIDORI2_PV173602.1.<1.>234
MIDORI2_PP578986.1.<1.938,Mobula yarae,Mobula,Myliobatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_PP578986.1.<1.938
MIDORI2_AB938120.2.<1.>726,Bathytoshia brevicaudata,Bathytoshia,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_AB938120.2.<1.>726
MIDORI2_PQ635152.1.<1.191,Dasyatis brevis,Dasyatis,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_PQ635152.1.<1.191
MIDORI2_MZ562568.1.70.1030,Fontitrygon garouaensis,Fontitrygon,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_MZ562568.1.70.1030
MIDORI2_MZ489632.1.70.1039,Fontitrygon margarita,Fontitrygon,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_MZ489632.1.70.1039
MIDORI2_PV593921.1.70.1036,Himantura leoparda,Himantura,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_PV593921.1.70.1036
MIDORI2_PV593919.1.70.1035,Himantura uarnak,Himantura,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_PV593919.1.70.1035
MIDORI2_PV414346.1.<1.247,Hypanus americanus,Hypanus,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_PV414346.1.<1.247
MIDORI2_MZ489588.1.71.1034,Hypanus geijskesi,Hypanus,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_MZ489588.1.71.1034
MIDORI2_MZ489585.1.71.1038,Hypanus geijskesi,Hypanus,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_MZ489585.1.71.1038
MIDORI2_MZ489625.1.70.1031,Hypanus guttatus,Hypanus,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_MZ489625.1.70.1031
MIDORI2_MZ489603.1.70.1031,Hypanus guttatus,Hypanus,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_MZ489603.1.70.1031
MIDORI2_MZ399166.1.70.1035,Hypanus marianae,Hypanus,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_MZ399166.1.70.1035
MIDORI2_MZ399192.1.1.965,Hypanus marianae,Hypanus,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_MZ399192.1.1.965
MIDORI2_MZ399191.1.70.1032,Hypanus marianae,Hypanus,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_MZ399191.1.70.1032
MIDORI2_MZ489598.1.70.1034,Neotrygon kuhlii,Neotrygon,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MIDORI2_MZ489598.1.70.1034
MIDORI2_PV434813.1.70.1036,Breviraja spinosa,Breviraja,Rajidae,Rajiformes,Chondrichthyes,Chordata,MIDORI2_PV434813.1.70.1036
MIDORI2_PV173570.1.<1.>238,Glaucostegus cemiculus,Glaucostegus,Glaucostegidae,Rhinopristiformes,Chondrichthyes,Chordata,MIDORI2_PV173570.1.<1.>238
MIDORI2_PV173571.1.<1.>231,Glaucostegus halavi,Glaucostegus,Glaucostegidae,Rhinopristiformes,Chondrichthyes,Chordata,MIDORI2_PV173571.1.<1.>231
