species,genus,family,order,class,phylum,category,is_fish,is_contamination
Acanthurus nigricans,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus nigricans x Acanthurus achilles,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus nigricans x Acanthurus japonicus,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus nigricans x Acanthurus leucosternon,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus nigricauda,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus nigrofuscus,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus nigroris,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus nigros,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus nubilus,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus olivaceus,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus polyzona,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus pyroferus,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus reversus,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus sohal,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus sp. 281-37_40R_7_18_17_8_M13F_2017-07-29_E08,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus sp. 282-37_40R_7_18_17_5_M13F_2017-07-29_B08,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus sp. BOLD:AAA9314,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus sp. BOLD:AAB0201,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus sp. BOLD:AAB0262,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus sp. BOLD:AAJ3093,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus tennentii,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus thompsoni,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus tractus,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus triostegus,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus tristis,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acanthurus xanthopterus,Acanthurus,Acanthuridae,Acanthuriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis choirorhynchos,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis dialuzona,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis dinema,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis ioa,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis rungthipae,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. 1 VS-2007,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. 2 VS-2007,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. 3 VS-2007,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. 4 VS-2007,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. OTT-2018,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. UAIC 14310,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. UF 172928,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. UF 190188,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. UF 235990,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. VS-2007,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. WJC-2009,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. cyp845,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. cypn3,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. large spot SH-2018,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis sp. small spot SH-2018,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis spectabilis,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acantopsis thiemmedhi,Acantopsis,Cobitidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acapoeta tanganicae,Acapoeta,Cyprinidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acarichthys heckelii,Acarichthys,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acaronia nassa,Acaronia,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acaronia sp. Farias 97,Acaronia,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acaronia vultuosa,Acaronia,Cichlidae,Cichliformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius caninus,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius chlorostigmatoides,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius cyanomos,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius dayi,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius janthinopterus,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius madraspatensis,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius moloanus,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius multifasciatus,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius pflaumii,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius sp. 01 WCH-2019,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius sp. 2 sensu Akihito et al. 2013,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius sp. BOLD:AAH9013,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius sp. CG28G12_F1,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius sp. IAA-2016,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius sp. QHY-2015,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius sp. RK-2025n,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius sp. TSUMAGURO-SUJIHAZE,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius suluensis,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius vanderloosi,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius viganensis,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius virgatulus,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrogobius viridipunctatus,Acentrogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentronichthys leptos,Acentronichthys,Heptapteridae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentronura breviperula,Acentronura,Syngnathidae,Syngnathiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentronura tentaculata,Acentronura,Syngnathidae,Syngnathiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acentrophryne dolichonema,Acentrophryne,Linophrynidae,Lophiiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestridium discus,Acestridium,Loricariidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestridium gymnogaster,Acestridium,Loricariidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestridium martini,Acestridium,Loricariidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestridium scutatum,Acestridium,Loricariidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestridium sp. FR-2018,Acestridium,Loricariidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestridium sp. LBP7204 35332,Acestridium,Loricariidae,Siluriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrocephalus acutus,Acestrocephalus,Characidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrocephalus nigrifasciatus,Acestrocephalus,Characidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrocephalus sardina,Acestrocephalus,Characidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhamphidae polyphyletic genera,Acestrorhamphidae,Acestrorhamphidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus abbreviatus,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus altus,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus britskii,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus falcatus,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus falcirostris,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus grandoculis,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus heterolepis,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus lacustris,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus microlepis,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus minimus,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus nasutus,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus pantaneiro,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus sp. DC-2004,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus sp. JA-2011,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus sp. NM-2010,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus sp. USNM FISH 448859,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus sp. USNM FISH 448860,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus sp. USNM FISH 448862,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus sp. USNM FISH 448863,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus sp. USNM FISH 448899,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus sp. USNM FISH 448974,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acestrorhynchus sp. USNM FISH 449078,Acestrorhynchus,Acestrorhynchidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathidae intergeneric hybrids,Acheilognathidae,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus argenteus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus asmussii,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus barbatulus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus barbatus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus chankaensis,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus cyanostigma,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus deignani,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus gracilis,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus hypselonotus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus imberbis,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus intermedia,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus lanchiensis,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus longibarbatus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus longipinnis,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus macropterus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus majusculus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus melanogaster,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus meridianus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus omeiensis,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus peihoensis,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus polylepis,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus rhombeus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus signifer,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus somjinensis,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus sp. 1 SVT-2018,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus sp. 2 SVT-2018,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus sp. CBM-ZF-11927,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus sp. CBM:ZF:11259,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus sp. CBM:ZF:14820,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus sp. CBM:ZF:15449,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus sp. CBM:ZF:18918,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus sp. CHC-2013a,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus sp. CHC-2013b,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus sp. HR,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus sp. MX-2021,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus sp. SKK-2014,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus sp. h XC-2023,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus striatus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus tabira,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus taenianalis,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus tonkinensis,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus typus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acheilognathus yamatsutae,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achiridae sp. BOLD:AAH1440,Achiridae,Achiridae,Pleuronectiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achiroides leucorhynchos,Achiroides,Soleidae,Pleuronectiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achiropsetta tricholepis,Achiropsetta,Rhombosoleidae,Pleuronectiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achirus achirus,Achirus,Achiridae,Pleuronectiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achirus declivis,Achirus,Achiridae,Pleuronectiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achirus hartzfeldii,Achirus,Achiridae,Pleuronectiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achirus lineatus,Achirus,Achiridae,Pleuronectiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achirus mazatlanus,Achirus,Achiridae,Pleuronectiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achirus mucuri,Achirus,Achiridae,Pleuronectiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achoerodus gouldii,Achoerodus,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achoerodus viridis,Achoerodus,Labridae,Labriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achondrostoma arcasii,Achondrostoma,Leuciscidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achondrostoma asturicense,Achondrostoma,Leuciscidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achondrostoma garzoni,Achondrostoma,Leuciscidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achondrostoma numantinum,Achondrostoma,Leuciscidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achondrostoma occidentale,Achondrostoma,Leuciscidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achondrostoma oligolepis,Achondrostoma,Leuciscidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achondrostoma oligolepis x Pseudochondrostoma duriense,Achondrostoma,,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achondrostoma oligolepis x Pseudochondrostoma polylepis,Achondrostoma,,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Achondrostoma salmantinum,Achondrostoma,Leuciscidae,Cypriniformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acinocheirodon melanogramma,Acinocheirodon,Characidae,Characiformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser baerii,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser baerii x Acipenser schrenckii,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser baerii x Huso dauricus,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser brevirostrum,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser dabryanus,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser dabryanus x Acipenser baerii,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser dabryanus x Acipenser schrenckii,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser dabryanus x Acipenser sinensis,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser fulvescens,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser gueldenstaedtii,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser gueldenstaedtii x Acipenser baerii,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser gueldenstaedtii x Huso dauricus,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser medirostris,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser medirostris/transmontanus,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser mikadoi,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser naccarii,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser nudiventris,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser oxyrinchus,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser persicus,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser ruthenus,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser ruthenus x Acipenser baerii,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser ruthenus x Huso dauricus,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser ruthenus x Huso huso,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser schrenckii,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser schrenckii x Acipenser baerii,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser schrenckii x Huso dauricus,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser sinensis,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser sinensis x Acipenser schrenckii,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser sp. CAS-2009,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser sp. EBD8173,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser sp. EBD8174,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser sp. EBD8401,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser sp. G102011U7,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser sp. IMCB-2001,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser sp. JNY-2013,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser sp. KM-1999,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser sp. LZ-2022,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser sp. PD-2012,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser sp. YT-2021,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
Acipenser stellatus,Acipenser,Acipenseridae,Acipenseriformes,Actinopteri,Chordata,Fish,TRUE,FALSE
